,case_number,year,type,country,species_,date,mes,fatal,sexo,especie_cat,age
1586,ND.0100,1997,Unprovoked,bahamas,1.8 m [6'] shark,2003?,,n,M,Unspecified,28.0
1587,ND.0097,1997,Unprovoked,usa,,No date,No,n,M,,28.0
1588,ND.0096,1997,Unprovoked,reunion,,No date,No,n,M,,28.0
1589,ND.0095,1997,Unprovoked,solomon islands,,Before Feb-1998,BeforeFeb,n,M,,28.0
1590,ND.0094,1997,Unprovoked,korea,,"No date, Before May-1996",NoBeforeMay,y,F,,28.0
1591,ND.0093,1997,Unprovoked,french polynesia,,"No date, Before Mar-1995",NoBeforeMar,n,M,,28.0
1592,ND.0091,1997,Unprovoked,sudan,Silvertip shark,Before 1996,Before,n,M,Unspecified,28.0
1593,ND.0090,1997,Unprovoked,vanuatu,,"No date, Before Aug-1989",NoBeforeAug,y,F,,28.0
1594,ND.0089,1997,Provoked,vanuatu,A large hammerhead shark,"No date, Before Aug-1987",NoBeforeAug,n,M,Unspecified,28.0
1595,ND.0088,1997,Unprovoked,iran,Bull shark,"No date, Before 1987",NoBefore,n,M,Bull,28.0
1596,ND.0087,1997,Provoked,usa,"Nurse shark, 2.1 m [7'] ","No date, Before  1975",NoBefore,n,M,Unspecified,19.0
1597,ND.0086,1997,Invalid,papua new guinea,Questionable,"No date, Before 1975",NoBefore,y,M,Unspecified,28.0
1598,ND.0085,1997,Unprovoked,red sea?,,"No date, Before 1969",NoBefore,n,F,,28.0
1599,ND.0084,1997,Unprovoked,south africa,,"No date, Before 3-Jan-1967",NoBeforeJan,y,M,,28.0
1600,ND.0083,1997,Unprovoked,usa,"Shovelnose guitarfish, adult male ","No date, Before 1963",NoBefore,n,M,Unspecified,28.0
1601,ND.0082,1997,Unprovoked,greece,,"No date, Before 8-May-1965",NoBeforeMay,y,F,,28.0
1602,ND.0081,1997,Invalid,usa,Invalid,"No date, Before 1963",NoBefore,Unknown,M,Unspecified,28.0
1603,ND.0078,1997,Unprovoked,usa,,"No date, Before 1902",NoBefore,y,M,,28.0
1604,ND.0076,1997,Unprovoked,mediterranean sea,,"No date, Before 1902",NoBefore,y,M,,28.0
1605,ND.0075,1997,Unprovoked,australia,0.9 m [3'] shark,"No date, Before 1963",NoBefore,n,M,Unspecified,28.0
1606,ND.0074,1997,Unprovoked,australia,,"No date, After August 1926 and before 1936",NoAfterAugust,n,M,,28.0
1607,ND.0073,1997,Unprovoked,singapore,,"No date, Before 1963",NoBefore,n,,,28.0
1608,ND.0069,1997,Unprovoked,fiji,1.8 m [6'] shark,Before 1962,Before,n,M,Unspecified,27.0
1609,ND.0068,1997,Unprovoked,mozambique,"""A pack of sharks""",Before 1962,Before,n,M,Unspecified,36.0
1610,ND.0066,1997,Unprovoked,seychelles,Tiger shark,Before 1961,Before,y,M,Tiger,28.0
1611,ND.0065,1997,Unprovoked,iraq,,1960s,,n,M,,25.0
1612,ND.0064,1997,Unprovoked,iraq,Bull shark,1960s,,n,M,Bull,6.0
1613,ND.0063,1997,Unprovoked,iraq,Bull shark,1960s,,n,M,Bull,16.0
1614,ND.0062,1997,Unprovoked,bahamas,"White shark, 7' to 8'",Before 1960,Before,n,M,White,28.0
1615,ND.0060,1997,Unprovoked,usa,"White shark, 1,900-lb ",Before  19-Jun-1959,BeforeJun,n,F,White,28.0
1616,ND.0059,1997,Unprovoked,bermuda,,Before  24 Apr-1959,BeforeApr,n,M,,28.0
1617,ND.0058,1997,Unprovoked,fiji,,Before  1958,Before,n,F,,28.0
1618,ND.0057,1997,Unprovoked,madagascar,,Before  1958,Before,y,M,,28.0
1619,ND.0056,1997,Unprovoked,usa,,Before 1958,Before,n,M,,28.0
1620,ND.0055,1997,Provoked,bahamas,"Nurse shark, 2.1 m [7']",Before 1958,Before,n,M,Unspecified,28.0
1621,ND.0054,1997,Unprovoked,indonesia,,Before 1958,Before,y,M,,28.0
1622,ND.0053,1997,Unprovoked,india,,Before 1958,Before,y,M,,28.0
1623,ND.0052,1997,Unprovoked,nicaragua,"Bull shark caught, leg recovered & buried beside the man's body",Before 1957,Before,y,M,Bull,28.0
1624,ND.0051,1997,Provoked,cuba,,Before 1957,Before,y,M,,50.0
1625,ND.0049,1997,Unprovoked,marshall islands,,Before 1956,Before,n,M,,28.0
1626,ND.0048,1997,Unprovoked,kiribati,,Before 1956,Before,n,M,,28.0
1627,ND.0047,1997,Unprovoked,north pacific ocean,,Before Mar-1956,BeforeMar,n,M,,28.0
1628,ND.0046,1997,Unprovoked,kiribati,,Before 1952,Before,y,M,,28.0
1629,ND.0044,1997,Sea Disaster,Unknown,1.2 m [4'] shark,1941-1945,,y,,Unspecified,28.0
1630,ND.0043,1997,Unprovoked,solomon islands,,"""During the war"" 1943-1945",During,n,M,,28.0
1631,ND.0042,1997,Unprovoked,australia,,"""Before the war""",Before,n,M,,28.0
1632,ND.0041,1997,Unprovoked,iran,,"Said to be 1941-1945, more likely 1945",Said,y,M,,28.0
1633,ND.0040,1997,Unprovoked,iran,,1941-1945,,y,M,,28.0
1634,ND.0039,1997,Unprovoked,iran,,1941-1945,,y,M,,28.0
1635,ND.0038,1997,Unprovoked,iraq,Bull shark,1941-1942,,y,M,Bull,13.0
1636,ND.0037,1997,Unprovoked,saudi arabia,"""a black-tipped shark""",1940 - 1950,,y,M,Unspecified,28.0
1637,ND.0036,1997,Unprovoked,saudi arabia,6' shark,1940 - 1950,,n,M,Unspecified,28.0
1638,ND.0035,1997,Unprovoked,saudi arabia,,1940 - 1950,,n,M,,28.0
1639,ND.0034,1997,Sea Disaster,pacific ocean,,1940-1946,,y,M,,28.0
1640,ND.0033,1997,Provoked,burma,,Before 1905,Before,n,M,,28.0
1641,ND.0032,1997,Sea Disaster,papua new guinea,,World War II,WorldWarII,n,M,,28.0
1642,ND.0031,1997,Sea Disaster,papua new guinea,,World War II,WorldWarII,n,M,,28.0
1643,ND.0030,1997,Unprovoked,burma,,Before 1905,Before,y,M,,28.0
1644,ND.0028,1997,Boat,italy,White shark,A few years before 1938,,n,M,White,28.0
1645,ND.0027,1997,Unprovoked,greece,,No date,No,n,M,,28.0
1646,ND.0026,1997,Unprovoked,belize,12' tiger shark,Early 1930s,Early,y,M,Tiger,16.0
1647,ND.0025,1997,Unprovoked,australia,,Before 1927,Before,Unknown,M,,28.0
1648,ND.0024,1997,Unprovoked,reunion,,Between 1918 & 1939,Between,y,,,28.0
1649,ND.0023,1997,Unprovoked,south africa,,No date,No,n,F,,28.0
1650,ND.0022,1997,Unprovoked,australia,,No date,No,n,M,,28.0
1651,ND.0021,1997,Unprovoked,south africa,,No date,No,y,M,,28.0
1652,ND.0020,1997,Unprovoked,australia,,1920 -1923,,y,M,,28.0
1653,ND.0019,1997,Unprovoked,usa,,Before 1921,Before,n,M,,28.0
1654,ND.0018,1997,Unprovoked,vietnam,,Before 1911,Before,n,M,,28.0
1655,ND.0017,1997,Unprovoked,south africa,,Before 1921,Before,y,M,,28.0
1656,ND.0016,1997,Unprovoked,south africa,,Before 1921,Before,y,M,,28.0
1657,ND.0015,1997,Unprovoked,fiji,,Before 1917,Before,y,,,28.0
1658,ND.0014,1997,Unprovoked,usa,,Before 17-Jul-1916,BeforeJul,n,M,,28.0
1659,ND.0013,1997,Unprovoked,south africa,,No date (3 days after preceding incident) & prior to 19-Jul-1913,NoJul,y,M,,28.0
1660,ND.0012,1997,Unprovoked,south africa,,Before 19-Jul-1913,BeforeJul,y,M,,28.0
1661,ND.0011,1997,Unprovoked,asia?,,Before 1911,Before,n,M,,28.0
1662,ND.0010,1997,Unprovoked,usa,,Circa 1862,Circa,n,F,,28.0
1663,ND.0009,1997,Unprovoked,australia,Blue pointer,Before 1906,Before,y,M,Unspecified,28.0
1664,ND.0008,1997,Unprovoked,australia,Blue pointer,Before 1906,Before,y,M,Unspecified,28.0
1665,ND.0007,1997,Unprovoked,australia,Blue pointers,Before 1906,Before,y,M,Unspecified,28.0
1666,ND.0006,1997,Unprovoked,australia,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,Before 1906,Before,y,M,Grey,28.0
1667,ND.0005,1997,Unprovoked,australia,,Before 1903,Before,y,M,,28.0
1668,ND.0004,1997,Unprovoked,australia,,Before 1903,Before,y,M,,28.0
1669,ND.0003,1997,Unprovoked,usa,,1900-1905,,y,M,,28.0
1670,ND.0002,1997,Unprovoked,panama,,1883-1889,,y,M,,28.0
1671,ND.0001,1997,Unprovoked,ceylon (sri lanka),,1845-1853,,y,M,,15.0
