,case_number,year,type,country,age,species_,date,mes,fatal,sexo
1512,1780.08.08,1780,Unprovoked,usa,,,08-Aug-1780,Aug,y,M
1513,1779.00.00,1779,Unprovoked,usa,young,,1779,,y,M
1514,1776.00.00.R,1776,Unprovoked,guinea,,,Reported 1776,Reported,y,M
1515,1776.00.00.b,1776,Boat,greenland,,White sharks,1776,,y,
1516,1771.07.12.R,1771,Unprovoked,usa,,,Reported 12-Jul-1771,ReportedJul,y,M
1517,1767.00.00,1767,Invalid,france,,Description of shark does not ring true,1767,,,M
1518,1764.00.00,1764,Unprovoked,spain,,,1764,,y,M
1519,1758.00.00,1758,Unprovoked,mediterranean sea,,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",1758,,n,M
1520,1753.10.27.R,1753,Unprovoked,jamaica,,,Reported 27-Oct-1753,ReportedOct,y,M
1521,1751.07.27,1751,Unprovoked,usa,,,27-Jul-1751,Jul,y,M
1522,1749.00.00,1749,Unprovoked,cuba,14,,1749,,n,M
1523,1755.00.00,1755,Unprovoked,sweden,,,1755,,,M
1524,1748.00.00,1748,Unprovoked,panama,,,1748,,y,M
1525,1742.12.17,1742,Unprovoked,nan,,,17-Dec-1742,Dec,y,M
1526,1738.04.06.R,1738,Unprovoked,italy,,,Reported 06-Apr-1738,ReportedApr,y,M
1527,1733.00.00,1733,Invalid,iceland,,Shark involvement prior to death unconfirmed,1733,,,
1528,1723.00.00,1723,Unprovoked,roatan,,,1723,,,M
1529,1721.06.00,1721,Unprovoked,italy,,"White shark, 1600-lb female ",June 1721,June,y,M
1530,1703.03.26,1703,Unprovoked,barbados,19,,26-Mar-1703,Mar,n,M
1531,1700.00.00.c,1700,Unprovoked,france,,,1700s,,y,M
1532,1700.00.00.b,1700,Unprovoked,france,,White shark,1700s,,n,M
1533,1700.00.00.a,1700,Unprovoked,barbados,,,1700s,,y,M
1534,1642.00.00.b,1642,Invalid,guinea,,Questionable,Late 1600s Reported 1728,LateReported,,M
1535,1638.00.00.R,1638,Unprovoked,nan,,,Reported 1638,Reported,,M
1536,1637.00.00.R,1637,Unprovoked,india,,,Reported 1637,Reported,,
1537,1617.00.00.R,1617,Unprovoked,india,,,Reported 1617,Reported,,
1538,1642.00.00,1642,Unprovoked,usa,,,1642,,y,M
1539,1595.00.00,1595,Unprovoked,india,,,1595,,,M
1540,1580.01.10.R,1580,Unprovoked,between portugal & india,,,Letter dated 10-Jan-1580,LetterJan,y,M
1541,1555.00.00,1555,Unprovoked,nan,,,1555,,,M
1542,1554.00.00,1554,Unprovoked,france,,Possibly white sharks,Ca. 1554,Ca,,M
1543,1543.00.00,1543,Unprovoked,venezuela,,,Ca. 1543,Ca,y,M
1544,0500.00.00,500,Unprovoked,mexico,,,Circa 500 A.D.,Circa,n,M
1545,0077.00.00,77,Unprovoked,nan,,,77  A.D.,,y,M
1546,0005.00.00,5,Unprovoked,australia,,,Ca. 5 A.D.,Ca,n,M
1547,0000.0214,0,Unprovoked,nan,,,Ca. 214 B.C.,Ca,y,M
1548,0000.0336,0,Unprovoked,greece,,,Ca. 336.B.C..,Ca,y,M
1549,0000.0493,0,Sea Disaster,greece,,,493 B.C.,,y,M
1550,0000.0725,0,Sea Disaster,italy,,,Ca. 725 B.C.,Ca,y,M
1551,ND-0154,0,Unprovoked,canada,,,Before 1939,Before,n,M
1552,ND-0153,0,Unprovoked,kenya,,,1990 or 1991,,n,M
1553,ND-0152,0,Unprovoked,kenya,,,Before 2016,Before,y,M
1554,ND-0151,0,Unprovoked,panama,20,,Before Oct-2009,BeforeOct,y,M
1555,ND-0150,0,Unprovoked,uruguay,,,Before 1934,Before,n,
1556,ND-0149,0,Unprovoked,uruguay,,,Before 1934,Before,y,M
1557,ND-0148,0,Unprovoked,usa,,,2009?,,n,M
1558,ND-1940,0,Unprovoked,papua new guinea,,,Before 1930,Before,y,M
1559,ND-0139,0,Unprovoked,australia,15,,1880-1899,,n,F
1560,ND-0138,0,Unprovoked,australia,,,Before 1909,Before,y,M
1561,ND-0136,0,Unprovoked,usa,," Galapagos shark, 6'",Before 2012,Before,n,M
1562,ND-0135,0,Unprovoked,bermuda,,,Before 1916,Before,y,M
1563,ND-0134,0,Unprovoked,greece,,,Between   1951-1963,Between,y,F
1564,ND-0133,0,Unprovoked,usa,,Basking shark,Before 1908,Before,y,M
1565,ND-0132,0,Provoked,india,,,Before 1900,Before,n,M
1566,ND-0130,0,Unprovoked,lebanon,,,Before 1876,Before,n,M
1567,ND-0129,0,Unprovoked,spain,,,Before 2012,Before,n,
1568,ND-0127,0,Unprovoked,sudan,,,Before 2011,Before,n,F
1569,ND-0124,0,Provoked,nan,,,Before 2011,Before,n,M
1570,ND-0123,0,Unprovoked,usa,21,"Blacktip shark, 5'",Before 2009,Before,n,F
1571,ND-0122,0,Unprovoked,usa,,,Beforer 1994,Beforer,n,M
1572,ND-0119,0,Unprovoked,djibouti,,,Before 1963,Before,y,
1573,ND-0118,0,Unprovoked,libya,,,1896-1913,,y,M
1574,ND-0116,0,Unprovoked,australia,,,Before 1936,Before,n,M
1575,ND-0115,0,Unprovoked,new zealand,,,Before 08-Jun-1912,BeforeJun,y,M
1576,ND-0114,0,Unprovoked,nan,,,Before 2012,Before,n,F
1577,ND-0113,0,Unprovoked,vietnam,,,Before 1911,Before,n,M
1578,ND-0111,0,Unprovoked,sri lanka,,,Before 1901,Before,n,M
1579,ND.0110,0,Unprovoked,venezuela,,said to involve 2.5 m hammerhead sharks,"No date, late 1960s",No,y,M
1580,ND-0109,0,Unprovoked,usa,,,Before 2006,Before,n,M
1581,ND-0108,0,Unprovoked,greece,,,Before 2003,Before,y,M
1582,ND-0107,0,Boat,mozambique,,Whale shark,Before 2004,Before,n,
1583,ND-0106,0,Unprovoked,south africa,,,Before 1962,Before,y,M
1584,ND.0104,0,Unprovoked,australia,,Tiger shark,1950s,,n,M
1585,ND.0102,0,Unprovoked,bahrein,,Tiger shark,"No date, Before 1963",NoBefore,y,M
1586,ND.0100,0,Unprovoked,bahamas,,1.8 m [6'] shark,2003?,,n,M
1587,ND.0097,0,Unprovoked,usa,,,No date,No,n,M
1588,ND.0096,0,Unprovoked,reunion,,,No date,No,n,M
1589,ND.0095,0,Unprovoked,solomon islands,,,Before Feb-1998,BeforeFeb,n,M
1590,ND.0094,0,Unprovoked,korea,,,"No date, Before May-1996",NoBeforeMay,y,F
1591,ND.0093,0,Unprovoked,french polynesia,,,"No date, Before Mar-1995",NoBeforeMar,n,M
1592,ND.0091,0,Unprovoked,sudan,,Silvertip shark,Before 1996,Before,n,M
1593,ND.0090,0,Unprovoked,vanuatu,,,"No date, Before Aug-1989",NoBeforeAug,y,F
1594,ND.0089,0,Provoked,vanuatu,,A large hammerhead shark,"No date, Before Aug-1987",NoBeforeAug,n,M
1595,ND.0088,0,Unprovoked,iran,,Bull shark,"No date, Before 1987",NoBefore,n,M
1596,ND.0087,0,Provoked,usa,19,"Nurse shark, 2.1 m [7'] ","No date, Before  1975",NoBefore,n,M
1597,ND.0086,0,Invalid,papua new guinea,,Questionable,"No date, Before 1975",NoBefore,y,M
1598,ND.0085,0,Unprovoked,red sea?,,,"No date, Before 1969",NoBefore,n,F
1599,ND.0084,0,Unprovoked,south africa,,,"No date, Before 3-Jan-1967",NoBeforeJan,y,M
1600,ND.0083,0,Unprovoked,usa,,"Shovelnose guitarfish, adult male ","No date, Before 1963",NoBefore,n,M
1601,ND.0082,0,Unprovoked,greece,,,"No date, Before 8-May-1965",NoBeforeMay,y,F
1602,ND.0081,0,Invalid,usa,,Invalid,"No date, Before 1963",NoBefore,,M
1603,ND.0078,0,Unprovoked,usa,,,"No date, Before 1902",NoBefore,y,M
1604,ND.0076,0,Unprovoked,mediterranean sea,,,"No date, Before 1902",NoBefore,y,M
1605,ND.0075,0,Unprovoked,australia,,0.9 m [3'] shark,"No date, Before 1963",NoBefore,n,M
1606,ND.0074,0,Unprovoked,australia,,,"No date, After August 1926 and before 1936",NoAfterAugust,n,M
1607,ND.0073,0,Unprovoked,singapore,,,"No date, Before 1963",NoBefore,n,
1608,ND.0069,0,Unprovoked,fiji,27,1.8 m [6'] shark,Before 1962,Before,n,M
1609,ND.0068,0,Unprovoked,mozambique,36,"""A pack of sharks""",Before 1962,Before,n,M
1610,ND.0066,0,Unprovoked,seychelles,,Tiger shark,Before 1961,Before,y,M
1611,ND.0065,0,Unprovoked,iraq,25,,1960s,,n,M
1612,ND.0064,0,Unprovoked,iraq,6,Bull shark,1960s,,n,M
1613,ND.0063,0,Unprovoked,iraq,16,Bull shark,1960s,,n,M
1614,ND.0062,0,Unprovoked,bahamas,,"White shark, 7' to 8'",Before 1960,Before,n,M
1615,ND.0060,0,Unprovoked,usa,,"White shark, 1,900-lb ",Before  19-Jun-1959,BeforeJun,n,F
1616,ND.0059,0,Unprovoked,bermuda,,,Before  24 Apr-1959,BeforeApr,n,M
1617,ND.0058,0,Unprovoked,fiji,,,Before  1958,Before,n,F
1618,ND.0057,0,Unprovoked,madagascar,,,Before  1958,Before,y,M
1619,ND.0056,0,Unprovoked,usa,,,Before 1958,Before,n,M
1620,ND.0055,0,Provoked,bahamas,,"Nurse shark, 2.1 m [7']",Before 1958,Before,n,M
1621,ND.0054,0,Unprovoked,indonesia,,,Before 1958,Before,y,M
1622,ND.0053,0,Unprovoked,india,,,Before 1958,Before,y,M
1623,ND.0052,0,Unprovoked,nicaragua,,"Bull shark caught, leg recovered & buried beside the man's body",Before 1957,Before,y,M
1624,ND.0051,0,Provoked,cuba,50,,Before 1957,Before,y,M
1625,ND.0049,0,Unprovoked,marshall islands,,,Before 1956,Before,n,M
1626,ND.0048,0,Unprovoked,kiribati,,,Before 1956,Before,n,M
1627,ND.0047,0,Unprovoked,north pacific ocean,,,Before Mar-1956,BeforeMar,n,M
1628,ND.0046,0,Unprovoked,kiribati,,,Before 1952,Before,y,M
1629,ND.0044,0,Sea Disaster,nan,,1.2 m [4'] shark,1941-1945,,y,
1630,ND.0043,0,Unprovoked,solomon islands,,,"""During the war"" 1943-1945",During,n,M
1631,ND.0042,0,Unprovoked,australia,,,"""Before the war""",Before,n,M
1632,ND.0041,0,Unprovoked,iran,,,"Said to be 1941-1945, more likely 1945",Said,y,M
1633,ND.0040,0,Unprovoked,iran,,,1941-1945,,y,M
1634,ND.0039,0,Unprovoked,iran,,,1941-1945,,y,M
1635,ND.0038,0,Unprovoked,iraq,13 or 14,Bull shark,1941-1942,,y,M
1636,ND.0037,0,Unprovoked,saudi arabia,,"""a black-tipped shark""",1940 - 1950,,y,M
1637,ND.0036,0,Unprovoked,saudi arabia,,6' shark,1940 - 1950,,n,M
1638,ND.0035,0,Unprovoked,saudi arabia,,,1940 - 1950,,n,M
1639,ND.0034,0,Sea Disaster,pacific ocean,,,1940-1946,,y,M
1640,ND.0033,0,Provoked,burma,,,Before 1905,Before,n,M
1641,ND.0032,0,Sea Disaster,papua new guinea,,,World War II,WorldWarII,n,M
1642,ND.0031,0,Sea Disaster,papua new guinea,,,World War II,WorldWarII,n,M
1643,ND.0030,0,Unprovoked,burma,,,Before 1905,Before,y,M
1644,ND.0028,0,Boat,italy,,White shark,A few years before 1938,,n,M
1645,ND.0027,0,Unprovoked,greece,,,No date,No,n,M
1646,ND.0026,0,Unprovoked,belize,16,12' tiger shark,Early 1930s,Early,y,M
1647,ND.0025,0,Unprovoked,australia,,,Before 1927,Before,,M
1648,ND.0024,0,Unprovoked,reunion,,,Between 1918 & 1939,Between,y,
1649,ND.0023,0,Unprovoked,south africa,,,No date,No,n,F
1650,ND.0022,0,Unprovoked,australia,,,No date,No,n,M
1651,ND.0021,0,Unprovoked,south africa,,,No date,No,y,M
1652,ND.0020,0,Unprovoked,australia,,,1920 -1923,,y,M
1653,ND.0019,0,Unprovoked,usa,,,Before 1921,Before,n,M
1654,ND.0018,0,Unprovoked,vietnam,,,Before 1911,Before,n,M
1655,ND.0017,0,Unprovoked,south africa,,,Before 1921,Before,y,M
1656,ND.0016,0,Unprovoked,south africa,,,Before 1921,Before,y,M
1657,ND.0015,0,Unprovoked,fiji,,,Before 1917,Before,y,
1658,ND.0014,0,Unprovoked,usa,,,Before 17-Jul-1916,BeforeJul,n,M
1659,ND.0013,0,Unprovoked,south africa,,,No date (3 days after preceding incident) & prior to 19-Jul-1913,NoJul,y,M
1660,ND.0012,0,Unprovoked,south africa,,,Before 19-Jul-1913,BeforeJul,y,M
1661,ND.0011,0,Unprovoked,asia?,,,Before 1911,Before,n,M
1662,ND.0010,0,Unprovoked,usa,,,Circa 1862,Circa,n,F
1663,ND.0009,0,Unprovoked,australia,,Blue pointer,Before 1906,Before,y,M
1664,ND.0008,0,Unprovoked,australia,,Blue pointer,Before 1906,Before,y,M
1665,ND.0007,0,Unprovoked,australia,,Blue pointers,Before 1906,Before,y,M
1666,ND.0006,0,Unprovoked,australia,,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,Before 1906,Before,y,M
1667,ND.0005,0,Unprovoked,australia,,,Before 1903,Before,y,M
1668,ND.0004,0,Unprovoked,australia,,,Before 1903,Before,y,M
1669,ND.0003,0,Unprovoked,usa,,,1900-1905,,y,M
1670,ND.0002,0,Unprovoked,panama,,,1883-1889,,y,M
1671,ND.0001,0,Unprovoked,ceylon (sri lanka),15,,1845-1853,,y,M
